PRODUCT_ID_MASTER,PRODUCT_NAME_MASTER,UNIT_PRICE_MASTER,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_NAME,QUANTITY,UNIT_PRICE,TOTAL_PRICE,SIMILARITY
P069,ワンダートイ ミニカー,1500,R000169,2025-01-01,ワンダートイミニカー【閉店セール】,5,1500,7500,0.9460371183
P070,ファンタジートイ チェンジロボ,3500,R000170,2025-02-02,ファンタジートイ チェンジロボ【店頭】＜半額セール＞,1,3500,3500,0.9774817694
P071,ファンタジートイ モンスターカード,500,R000171,2025-03-03,ファンタジートイ モンスターカード［半額セール］,2,500,1000,0.9834735009
P068,ファンタジートイ マスクヒーローフィギュア,3200,R000172,2025-04-04,ファンタジートイメカロボットフィギュア［期間限定］,3,4000,12000,0.9427952327
P072,ファンタジートイ メカロボットフィギュア,4000,R000172,2025-04-04,ファンタジートイメカロボットフィギュア［期間限定］,3,4000,12000,0.9952446058
P010,ワンダートイ ロボットフィギュア,3000,R000173,2025-05-05,ワンダートイ ヒーローフィギュア【店頭】［半額セール］,4,3000,12000,0.9224168881
P073,ワンダートイ ヒーローフィギュア,3000,R000173,2025-05-05,ワンダートイ ヒーローフィギュア【店頭】［半額セール］,4,3000,12000,0.9897375777
P074,ファンタジートイ ミニレーサー,2000,R000174,2025-06-06,ミニレーサー[閉店セール],5,2000,10000,0.9999984072
P075,スノーテック ワイヤレススピーカー SRS-XB12,8000,R000175,2025-07-07,スノーテックﾜｲﾔﾚｽｽピｰｶｰsrs-xb12【半額セール】,1,8000,8000,0.9954245491
P076,フジヤマ電機 ポータブルスピーカー,6000,R000176,2025-08-08,フジヤマ電機 ポータブルスピーカー【店頭】＜半額セール＞,2,6000,12000,0.987989176
P077,サクラ電器 スマートウォッチ,18000,R000177,2025-09-09,サクラ電器 スマートウォッチ【閉店セール】,3,18000,54000,0.9759248102
P078,ミライ電機 デジタルサイネージ,95000,R000178,2025-10-10,ミライ電機デジタルサイネージ［期間限定］,4,95000,380000,0.9836257753
P079,フジヤマ電機 電子レンジ,15000,R000179,2025-11-11,フジヤマ電機 電子レンジ【店頭】[閉店セール],5,15000,75000,0.9836082263
P080,スノーテック ブルーレイプレーヤー,12000,R000180,2025-12-12,ブルーレイプレーヤー［期間限定］,1,12000,12000,0.9999992928
P081,グローバルビジョン LED55PRO,180000,R000181,2025-01-13,グローバルビジョンLED55PRO（半額セール）,2,180000,360000,0.9513697772
P082,アオゾラ電機 LEDテレビ 55型,70000,R000182,2025-02-14,アオゾラ電機 LEDﾃﾚビ 55型【店頭】【半額セール】,3,70000,210000,0.993779452
P083,フジヤマ電機 冷蔵庫 NR-F603M,90000,R000183,2025-03-15,フジヤマ電機 冷蔵庫 NR-F603M＜半額セール＞,4,90000,360000,0.9947842912
P084,サクラ電器 空気清浄機,22000,R000184,2025-04-16,サクラ電器空気清浄機【期間限定】,5,22000,110000,0.982174513
P085,ミライ電機 炊飯器 RZ-Mシリーズ,30000,R000185,2025-05-17,ミライ電機 炊飯器 rz-mシリーズ【店頭】＜期間限定＞,1,30000,30000,0.9927871262
P086,ヤマト IHクッキングヒーター,45000,R000186,2025-06-18,IHクッキングヒーター［半額セール］,2,45000,90000,0.9999989071
P087,スノーテック ゲーム機 GAMESTATION5,50000,R000187,2025-07-19,スノーテックゲーム機GAMESTATION5［期間限定］,3,50000,150000,0.9725828721
P088,ゲームワールド ポータブルゲーム,40000,R000188,2025-08-20,ゲームワールド ポータブルゲーム【店頭】【半額セール】,4,40000,160000,0.9953227999
P089,グローバルゲーム ゲームボックスX,55000,R000189,2025-09-21,グローバルゲーム ゲームボックスX（期間限定）,5,55000,275000,0.9521460843
P090,フジヤマ電機 ビエラ ブルーレイレコーダー,35000,R000190,2025-10-22,フジヤマ電機ビエラブルーレイレコーダー【閉店セール】,1,35000,35000,0.9877352895
P091,サクラ電器 スマートフォン CLEARSCREEN R6,70000,R000191,2025-11-23,サクラ電器 スマートフォン CLEARSCREEN R6【店頭】（半額セール）,2,70000,140000,0.9559145488
P024,スノーテック デジタルカメラ α7 III,200000,R000192,2025-12-24,デジタル一眼レフ α7R IV[期間限定],3,250000,750000,0.9049555799
P092,スノーテック デジタル一眼レフ α7R IV,250000,R000192,2025-12-24,デジタル一眼レフ α7R IV[期間限定],3,250000,750000,0.9561930741
P025,プリズム光学 EOS R6,230000,R000193,2025-01-25,プリズム光学EOS90D【半額セール】,4,150000,600000,0.9026652131
P093,プリズム光学 EOS 90D,150000,R000193,2025-01-25,プリズム光学EOS90D【半額セール】,4,150000,600000,0.9795012542
P094,レンズマスター X-T4,170000,R000194,2025-02-26,レンズマスター X-T4【店頭】（期間限定）,5,170000,850000,0.9917583596
P095,クリスタルビジョン PEN-F,140000,R000195,2025-03-27,クリスタルビジョン pen-f[閉店セール],1,140000,140000,0.9935387188
P096,ビジョンプロ Z6 II,200000,R000196,2025-04-28,ビジョンプロZ6II［半額セール］,2,200000,400000,0.9856320302
P097,プリズム光学 imagePROGRAF PRO-1000,300000,R000197,2025-05-01,プリズム光学 imagePROGRAF PRO-1000【店頭】【期間限定】,3,300000,900000,0.9815889467
P098,プリントマスター スキャナー Perfection V39,25000,R000198,2025-06-02,スキャナー Ｐｅｒｆｅｃｔｉｏｎ Ｖ３９＜期間限定＞,4,25000,100000,0.9806008725
P099,オフィスプロ MP C4504,80000,R000199,2025-07-03,オフィスプロMPC4504［半額セール］,5,80000,400000,0.9662264915
P100,テクノセラミック TASKalfa 2552ci,250000,R000200,2025-08-04,テクノセラミック taskalfa 2552ci【店頭】[半額セール],1,250000,250000,0.9748078996
P001,スノーテック CRYSTALVIEW KJ-55X9500G,150000,R000201,2025-09-05,スノーテック CRYSTALVIEW KJ-55X9500G【閉店セール】,2,150000,300000,0.9934091526
P002,フジヤマ電機 VISIONMAX TH-55FX700M,120000,R000202,2025-10-06,フジヤマ電機VISIONMAXTH-55FX700M［半額セール］,3,120000,360000,0.9617365388
P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000,110000,R000203,2025-11-07,サクラ電器 CLEARSCREEN 4T KJ-55X7000【店頭】【閉店セール】,4,110000,440000,0.9810379297
P004,ゆきだるま食品 カップめん,200,R000204,2025-12-08,カップめん[期間限定],5,200,1000,1
P005,サファイア飲料 ゴールドビール,400,R000205,2025-01-09,サファイア飲料ゴールドビール［期間限定］,1,400,400,0.9863029851
P006,ブルーウェーブ パワフル洗剤,800,R000206,2025-02-10,ブルーウェーブ パワフル洗剤【店頭】【期間限定】,2,800,1600,0.9846070943
P007,シンプルウェア ウォームインナーシャツ,1500,R000207,2025-03-11,シンプルウェア ウォームインナーシャツ［半額セール］,3,1500,4500,0.9898462613
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,R000208,2025-04-12,ナチュラルスタイルオーガニックコットンシャツ[半額セール],4,2500,10000,0.9939657963
P052,ナチュラルスタイル リネンシャツ,2800,R000208,2025-04-12,ナチュラルスタイルオーガニックコットンシャツ[半額セール],4,2500,10000,0.9249632795
P009,スカイライン文具 イレーサブルペン,100,R000209,2025-05-13,スカイライン文具 イレーサブルペン【店頭】＜期間限定＞,5,100,500,0.9749216855
P062,スカイライン文具 イレーサブルペン,130,R000209,2025-05-13,スカイライン文具 イレーサブルペン【店頭】＜期間限定＞,5,100,500,0.9595800972
P010,ワンダートイ ロボットフィギュア,3000,R000210,2025-06-14,ロボットフィギュア［半額セール］,1,3000,3000,1
P072,ファンタジートイ メカロボットフィギュア,4000,R000210,2025-06-14,ロボットフィギュア［半額セール］,1,3000,3000,0.9027232329
P073,ワンダートイ ヒーローフィギュア,3000,R000210,2025-06-14,ロボットフィギュア［半額セール］,1,3000,3000,0.9194962028
P011,アオゾラ電機 BRIGHTVIEW 43S32,70000,R000211,2025-07-15,アオゾラ電機BRIGHTVIEW43S32【半額セール】,2,70000,140000,0.9921925904
P012,サンシャイン製菓 ミルクチョコ,150,R000212,2025-08-16,サンシャイン製菓 ミルクチョコ【店頭】[閉店セール],3,150,450,0.975573275
P013,フレッシュケア ソフティーナ,500,R000213,2025-09-17,フレッシュケア ソフティーナ［期間限定］,4,500,2000,0.9764461675
P014,ヤマトエアコン MSZ-GV3519,90000,R000214,2025-10-18,ヤマトエアコンMSZ-GV3519＜半額セール＞,5,90000,450000,0.9982048303
P015,ハッピースイーツ チョコパイ,300,R000215,2025-11-19,ハッピースイーツ チョコパイ【店頭】[期間限定],1,300,300,0.974017491
P016,ミライ電機 4Kスマートテレビ,80000,R000216,2025-12-20,4Kスマートテレビ［半額セール］,2,80000,160000,1
P017,フジヤマ電機 4Kプロジェクター,130000,R000217,2025-01-21,フジヤマ電機4Kプﾛジェｸﾀｰ［期間限定］,3,130000,390000,0.9956013149
P018,サクラ電器 加湿器 HX-50,15000,R000218,2025-02-22,サクラ電器 加湿器 HX-50【店頭】【期間限定】,4,15000,60000,0.9943291271
P019,スノーテック ワイヤレスヘッドホン WH-1000XM4,90000,R000219,2025-03-23,スノーテック ワイヤレスヘッドホン WH-1000XM4[半額セール],5,90000,450000,0.9966136479
P020,フジヤマ電機 掃除機 MC-CL883,75000,R000220,2025-04-24,フジヤマ電機掃除機ｍｃ－ｃｌ８８３（期間限定）,1,75000,75000,0.9941369427
P021,アオゾラ電機 ノンフロン冷蔵庫,85000,R000221,2025-05-25,アオゾラ電機 ノンフロン冷蔵庫【店頭】【期間限定】,2,85000,170000,0.9913768486
P022,ミライ電機 ドラム式洗濯機,100000,R000222,2025-06-26,ドラム式洗濯機【閉店セール】,3,100000,300000,1
P023,フジヤマ電機 エアコン CS-XE,95000,R000223,2025-07-27,フジヤマ電機エアコンCS-XE＜期間限定＞,4,95000,380000,0.9903685119
P024,スノーテック デジタルカメラ α7 III,200000,R000224,2025-08-28,スノーテック デジﾀﾙｶﾒﾗ α7 III【店頭】【半額セール】,5,200000,1000000,0.9805576354
P092,スノーテック デジタル一眼レフ α7R IV,250000,R000224,2025-08-28,スノーテック デジﾀﾙｶﾒﾗ α7 III【店頭】【半額セール】,5,200000,1000000,0.918951375
P025,プリズム光学 EOS R6,230000,R000225,2025-09-01,プリズム光学 eos r6（期間限定）,1,230000,230000,0.9563540401
P026,デジタルスカイ ノートパソコン FMV,80000,R000226,2025-10-02,デジタルスカイノートパソコンFMV[半額セール],2,80000,160000,0.9840013343
P027,テクノスフィア ValueBook,85000,R000227,2025-11-03,テクノスフィア ValueBook【店頭】（期間限定）,3,85000,255000,0.9497981908
P028,クリスタルビジョン OM-D E-M10,120000,R000228,2025-12-04,OM-D E-M10［半額セール］,4,120000,480000,0.938328134
P029,プリズム光学 PIXMA iX6820,25000,R000229,2025-01-05,プリズム光学PIXMAiX6820[期間限定],5,25000,125000,0.9592148683
P030,プリントマスター エコタンク ET-2750,35000,R000230,2025-02-06,プリントマスター エコタンク et-2750【店頭】＜期間限定＞,1,35000,35000,0.9937934513
P031,オフィスプロ IM C200,40000,R000231,2025-03-07,オフィスプロ ＩＭ Ｃ２００［期間限定］,2,40000,80000,0.9524450231
P032,テクノセラミック DS-300,45000,R000232,2025-04-08,テクノセラミックDS-300［期間限定］,3,45000,135000,0.9902083063
P033,ゆきだるま食品 一杯きつねうどん,220,R000233,2025-05-09,ゆきだるま食品 一杯きつねうどん【店頭】【期間限定】,4,220,880,0.9689082116
P034,クリアウォーター ゴールドプレミアム,500,R000234,2025-06-10,ゴールドプレミアム＜半額セール＞,5,500,2500,0.9999987433
P035,ヘルシー乳業 ヘルス1000,250,R000235,2025-07-11,ヘルシー乳業 ヘルス1000＜期間限定＞,1,250,250,0.9835514524
P036,ホームキッチン カレールウ,300,R000236,2025-08-12,ホームキッチン カレールウ【店頭】＜期間限定＞,2,300,600,0.9874982923
P037,まるまる食品 こだわり麺,250,R000237,2025-09-13,まるまる食品 こだわり麺［期間限定］,3,250,750,0.9786929003
P038,スマイル製菓 スティックチョコ,150,R000238,2025-10-14,スマイル製菓スティックチョコ[期間限定],4,150,600,0.9431192852
P039,ドリーム製菓 プレミアムチョコ,180,R000239,2025-11-15,ドリーム製菓 プレミアムチョコ【店頭】【半額セール】,5,180,900,0.9715188304
P040,クラシック食品 北国ラーメン,210,R000240,2025-12-16,北国ラーメン（期間限定）,1,210,210,0.9171560465
P041,フレッシュベジ トマトジュース,180,R000241,2025-01-17,フレッシュベジトマトジュース＜期間限定＞,2,180,360,0.9126875943
P042,ソフトケア やさしいケア,350,R000242,2025-02-18,ソフトケア やさしいケア【店頭】【閉店セール】,3,350,1050,0.9490593274
P043,クリーンライフ クリーンウォッシュ洗剤,800,R000243,2025-03-19,クリーンライフ クリーンウォッシュ洗剤[閉店セール],4,800,3200,0.9910396588
P044,ビューティーラボ フローラルシャンプー,1200,R000244,2025-04-20,ビューティーラボフローラルシャンプー[半額セール],5,1200,6000,0.9974042833
P045,ヘルスケアプラス リリーフシップ,400,R000245,2025-05-21,ヘルスケアプラス リリーフシップ【店頭】[閉店セール],1,400,400,0.98541988
P046,ケアファーム クールケア,500,R000246,2025-06-22,クールケア＜半額セール＞,2,500,1000,0.9999994295
P047,コスメラボ ハンドクリーム,700,R000247,2025-07-23,コスメラボハンドクリーム（期間限定）,3,700,2100,0.9832328928
P006,ブルーウェーブ パワフル洗剤,800,R000248,2025-08-24,ブルーウェーブ やさしいケア 洗濯柔軟剤【店頭】＜期間限定＞,4,300,1200,0.9109261034
P048,ブルーウェーブ やさしいケア 洗濯柔軟剤,300,R000248,2025-08-24,ブルーウェーブ やさしいケア 洗濯柔軟剤【店頭】＜期間限定＞,4,300,1200,0.9750812985
P049,シンプルウェア ジーンズ,3000,R000249,2025-09-25,シンプルウェア ジーンズ[期間限定],5,3000,15000,0.970491369
P050,ナチュラルスタイル ウールブレンドコート,5000,R000250,2025-10-26,ナチュラルスタイルウールブレンドコート＜半額セール＞,1,5000,5000,0.9911705353
P051,シンプルウェア スウェットパーカー,2500,R000251,2025-11-27,シンプルウェア スウェットパーカー【店頭】[閉店セール],2,2500,5000,0.9541379051
P052,ナチュラルスタイル リネンシャツ,2800,R000252,2025-12-28,ﾘﾈﾝｼャﾂ（期間限定）,3,2800,8400,0.9999989001
P053,シンプルウェア ストレッチジャケット,3500,R000253,2025-01-01,シンプルウェアストレッチジャケット【期間限定】,4,3500,14000,0.9826209999
P054,ベーシックウェア Tシャツ,1200,R000254,2025-02-02,ベーシックウェア Tシャツ【店頭】（期間限定）,5,1200,6000,0.9361308506
P055,ナチュラルスタイル シンプルワンピース,4000,R000255,2025-03-03,ナチュラルスタイル シンプルワンピース（期間限定）,1,4000,4000,0.991487816
P056,スカイライン文具 G2ジェルペン,150,R000256,2025-04-04,スカイライン文具G2ジェルペン（期間限定）,2,150,300,0.9865971547
P057,ダイヤモンド文具 プロペンシル,120,R000257,2025-05-05,ダイヤモンド文具 プロペンシル【店頭】（期間限定）,3,120,360,0.9812758883
P058,オフィスワーク スタディノート,200,R000258,2025-06-06,スタディノート［半額セール］,4,200,800,0.9999991373
P059,カラーライン ハイライター,180,R000259,2025-07-07,カラーラインハイライター（期間限定）,5,180,900,0.967998625
P060,グリーンペンシル クリア消しゴム,100,R000260,2025-08-08,グリーンペンシル クリア消しゴム【店頭】（半額セール）,1,100,100,0.9768622432
P061,ペンマスター スムースジェル,180,R000261,2025-09-09,ペンマスター スムースジェル【半額セール】,2,180,360,0.9214038924
P009,スカイライン文具 イレーサブルペン,100,R000262,2025-10-10,スカイライン文具イレーサブルペン【半額セール】,3,130,390,0.9595169385
P062,スカイライン文具 イレーサブルペン,130,R000262,2025-10-10,スカイライン文具イレーサブルペン【半額セール】,3,130,390,0.9770873042
P063,ペンマスター シャープペンシル,160,R000263,2025-11-11,ペンマスター シャープペンシル【店頭】【期間限定】,4,160,640,0.9785797448
P064,アート文具 ボールペン,150,R000264,2025-12-12,ボールペン[半額セール],5,150,750,0.9999984995
P065,オフィスプラス カラーペンセット,250,R000265,2025-01-13,オフィスプラスカラーペンセット【期間限定】,1,250,250,0.9862650178
P066,ワンダートイ トレインレール,2800,R000266,2025-02-14,ワンダートイ トレインレール【店頭】（期間限定）,2,2800,5600,0.971259007
P067,ファンタジートイ デジペット,1200,R000267,2025-03-15,ファンタジートイ デジペット［期間限定］,3,1200,3600,0.983707398
P068,ファンタジートイ マスクヒーローフィギュア,3200,R000268,2025-04-16,ファンタジートイマスクヒーローフィギュア［半額セール］,4,3200,12800,0.9931237264
P072,ファンタジートイ メカロボットフィギュア,4000,R000268,2025-04-16,ファンタジートイマスクヒーローフィギュア［半額セール］,4,3200,12800,0.9423503365
P069,ワンダートイ ミニカー,1500,R000269,2025-05-17,ワンダートイ ミニカー【店頭】[半額セール],5,1500,7500,0.9460887794
P070,ファンタジートイ チェンジロボ,3500,R000270,2025-06-18,チェンジロボ[半額セール],1,3500,3500,1
P071,ファンタジートイ モンスターカード,500,R000271,2025-07-19,ファンタジートイモンスターカード【半額セール】,2,500,1000,0.9834642632
P068,ファンタジートイ マスクヒーローフィギュア,3200,R000272,2025-08-20,ファンタジートイ メカロボットフィギュア【店頭】（期間限定）,3,4000,12000,0.9428417615
P072,ファンタジートイ メカロボットフィギュア,4000,R000272,2025-08-20,ファンタジートイ メカロボットフィギュア【店頭】（期間限定）,3,4000,12000,0.9952402497
P010,ワンダートイ ロボットフィギュア,3000,R000273,2025-09-21,ワンダートイ ヒーローフィギュア[半額セール],4,3000,12000,0.9223968795
P073,ワンダートイ ヒーローフィギュア,3000,R000273,2025-09-21,ワンダートイ ヒーローフィギュア[半額セール],4,3000,12000,0.9897247682
P074,ファンタジートイ ミニレーサー,2000,R000274,2025-10-22,ファンタジートイミニレーサー[半額セール],5,2000,10000,0.9899000914
P075,スノーテック ワイヤレススピーカー SRS-XB12,8000,R000275,2025-11-23,スノーテック ワイヤレススピーカー ｓｒｓ－ｘｂ１２【店頭】（期間限定）,1,8000,8000,0.9954126405
P076,フジヤマ電機 ポータブルスピーカー,6000,R000276,2025-12-24,ポータブルスピーカー[半額セール],2,6000,12000,1
P077,サクラ電器 スマートウォッチ,18000,R000277,2025-01-25,サクラ電器スマートウォッチ＜期間限定＞,3,18000,54000,0.9759086662
P078,ミライ電機 デジタルサイネージ,95000,R000278,2025-02-26,ミライ電機 デジタルサイネージ【店頭】[半額セール],4,95000,380000,0.9836082691
P079,フジヤマ電機 電子レンジ,15000,R000279,2025-03-27,フジヤマ電機 電子レンジ（期間限定）,5,15000,75000,0.9836256805
P080,スノーテック ブルーレイプレーヤー,12000,R000280,2025-04-28,スノーテックブﾙｰﾚｲプﾚｰﾔｰ［半額セール］,1,12000,12000,0.9936178034
P081,グローバルビジョン LED55PRO,180000,R000281,2025-05-01,グローバルビジョン LED55PRO【店頭】［期間限定］,2,180000,360000,0.9513857215
P082,アオゾラ電機 LEDテレビ 55型,70000,R000282,2025-06-02,LEDテレビ 55型＜期間限定＞,3,70000,210000,0.9945892334
P083,フジヤマ電機 冷蔵庫 NR-F603M,90000,R000283,2025-07-03,フジヤマ電機冷蔵庫NR-F603M[期間限定],4,90000,360000,0.9947924798
P084,サクラ電器 空気清浄機,22000,R000284,2025-08-04,サクラ電器 空気清浄機【店頭】（期間限定）,5,22000,110000,0.9821866535
P085,ミライ電機 炊飯器 RZ-Mシリーズ,30000,R000285,2025-09-05,ミライ電機 炊飯器 rz-mシリーズ[閉店セール],1,30000,30000,0.9927898624
P086,ヤマト IHクッキングヒーター,45000,R000286,2025-10-06,ヤマトＩＨクッキングヒーター[半額セール],2,45000,90000,0.995522123
P087,スノーテック ゲーム機 GAMESTATION5,50000,R000287,2025-11-07,スノーテック ゲｰﾑ機 GAMESTATION5【店頭】［半額セール］,3,50000,150000,0.9725880791
P088,ゲームワールド ポータブルゲーム,40000,R000288,2025-12-08,ポータブルゲーム[半額セール],4,40000,160000,1
P089,グローバルゲーム ゲームボックスX,55000,R000289,2025-01-09,グローバルゲームXboxSeriesX（期間限定）,5,55000,275000,0.9520883876
P090,フジヤマ電機 ビエラ ブルーレイレコーダー,35000,R000290,2025-02-10,フジヤマ電機 ビエラ ブルーレイレコーダー【店頭】【閉店セール】,1,35000,35000,0.9877470538
P091,サクラ電器 スマートフォン CLEARSCREEN R6,70000,R000291,2025-03-11,サクラ電器 スマートフォン CLEARSCREEN R6［半額セール］,2,70000,140000,0.9559082097
P024,スノーテック デジタルカメラ α7 III,200000,R000292,2025-04-12,スノーテックデジタル一眼レフα7RIV＜半額セール＞,3,250000,750000,0.9190383694
P092,スノーテック デジタル一眼レフ α7R IV,250000,R000292,2025-04-12,スノーテックデジタル一眼レフα7RIV＜半額セール＞,3,250000,750000,0.9568511507
P025,プリズム光学 EOS R6,230000,R000293,2025-05-13,プリズム光学 EOS 90D【店頭】[閉店セール],4,150000,600000,0.9026652131
P093,プリズム光学 EOS 90D,150000,R000293,2025-05-13,プリズム光学 EOS 90D【店頭】[閉店セール],4,150000,600000,0.9795012542
P094,レンズマスター X-T4,170000,R000294,2025-06-14,X-T4[半額セール],5,170000,850000,1
P095,クリスタルビジョン PEN-F,140000,R000295,2025-07-15,クリスタルビジョンpen-f（期間限定）,1,140000,140000,0.9935387188
P096,ビジョンプロ Z6 II,200000,R000296,2025-08-16,ビジョンプロ Z6 II【店頭】[期間限定],2,200000,400000,0.9856320302
P097,プリズム光学 imagePROGRAF PRO-1000,300000,R000297,2025-09-17,プリズム光学 imagePROGRAF PRO-1000[半額セール],3,300000,900000,0.9815889467
P098,プリントマスター スキャナー Perfection V39,25000,R000298,2025-10-18,プリントマスタースキャナーPerfectionV39［半額セール］,4,25000,100000,0.9803949122
P099,オフィスプロ MP C4504,80000,R000299,2025-11-19,オフィスプロ MP C4504【店頭】[半額セール],5,80000,400000,0.9662264915
P100,テクノセラミック TASKalfa 2552ci,250000,R000300,2025-12-20,taskalfa 2552ci【半額セール】,1,250000,250000,0.9690417479
P001,スノーテック CRYSTALVIEW KJ-55X9500G,150000,R000301,2025-01-21,スノーテックCRYSTALVIEWKJ-55X9500G［半額セール］,2,150000,300000,0.9934091526
P002,フジヤマ電機 VISIONMAX TH-55FX700M,120000,R000302,2025-02-22,フジヤマ電機 VISIONMAX TH-55FX700M【店頭】【期間限定】,3,120000,360000,0.9617365388
P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000,110000,R000303,2025-03-23,サクラ電器 CLEARSCREEN 4T KJ-55X7000【閉店セール】,4,110000,440000,0.9810379297
P004,ゆきだるま食品 カップめん,200,R000304,2025-04-24,ゆきだるま食品カップめん[閉店セール],5,200,1000,0.9767603981
P005,サファイア飲料 ゴールドビール,400,R000305,2025-05-25,サファイア飲料 ゴールドビール【店頭】（期間限定）,1,400,400,0.9863029851
P006,ブルーウェーブ パワフル洗剤,800,R000306,2025-06-26,パワフル洗剤（期間限定）,2,800,1600,1
P007,シンプルウェア ウォームインナーシャツ,1500,R000307,2025-07-27,シンプルウェアウォームインナーシャツ【期間限定】,3,1500,4500,0.9898462613
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,R000308,2025-08-28,ナチュラルスタイル ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000,0.9939657963
P052,ナチュラルスタイル リネンシャツ,2800,R000308,2025-08-28,ナチュラルスタイル ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000,0.9249632795
P009,スカイライン文具 イレーサブルペン,100,R000309,2025-09-01,スカイライン文具 イレーサブルペン＜期間限定＞,5,100,500,0.9749216855
P062,スカイライン文具 イレーサブルペン,130,R000309,2025-09-01,スカイライン文具 イレーサブルペン＜期間限定＞,5,100,500,0.9595800972
P010,ワンダートイ ロボットフィギュア,3000,R000310,2025-10-02,ワンダートイロボットフィギュア[半額セール],1,3000,3000,0.984285938
P073,ワンダートイ ヒーローフィギュア,3000,R000310,2025-10-02,ワンダートイロボットフィギュア[半額セール],1,3000,3000,0.9230645375
P011,アオゾラ電機 BRIGHTVIEW 43S32,70000,R000311,2025-11-03,アオゾラ電機 BRIGHTVIEW 43S32【店頭】（期間限定）,2,70000,140000,0.9921925904
P012,サンシャイン製菓 ミルクチョコ,150,R000312,2025-12-04,ミルクチョコ＜期間限定＞,3,150,450,1
P039,ドリーム製菓 プレミアムチョコ,180,R000312,2025-12-04,ミルクチョコ＜期間限定＞,3,150,450,0.9080165947
P013,フレッシュケア ソフティーナ,500,R000313,2025-01-05,フレッシュケアソフティーナ＜半額セール＞,4,500,2000,0.9764461675
P014,ヤマトエアコン MSZ-GV3519,90000,R000314,2025-02-06,ヤマトエアコン MSZ-GV3519【店頭】［半額セール］,5,90000,450000,0.9982048303
P015,ハッピースイーツ チョコパイ,300,R000315,2025-03-07,ハッピースイーツ チョコパイ［半額セール］,1,300,300,0.974017491
P016,ミライ電機 4Kスマートテレビ,80000,R000316,2025-04-08,ミライ電機4Kスマートテレビ＜半額セール＞,2,80000,160000,0.9974743196
P017,フジヤマ電機 4Kプロジェクター,130000,R000317,2025-05-09,フジヤマ電機 4Kプロジェクター【店頭】[期間限定],3,130000,390000,0.9956013149
P018,サクラ電器 加湿器 HX-50,15000,R000318,2025-06-10,加湿器 HX-50[閉店セール],4,15000,60000,0.9985970194
P019,スノーテック ワイヤレスヘッドホン WH-1000XM4,90000,R000319,2025-07-11,スノーテックワイヤレスヘッドホンＷＨ－１０００ＸＭ４（期間限定）,5,90000,450000,0.9966136479
P020,フジヤマ電機 掃除機 MC-CL883,75000,R000320,2025-08-12,フジヤマ電機 掃除機 mc-cl883【店頭】[期間限定],1,75000,75000,0.9941369427
P021,アオゾラ電機 ノンフロン冷蔵庫,85000,R000321,2025-09-13,アオゾラ電機 ノンフロン冷蔵庫（期間限定）,2,85000,170000,0.9913768486
P022,ミライ電機 ドラム式洗濯機,100000,R000322,2025-10-14,ミライ電機ドﾗﾑ式洗濯機（半額セール）,3,100000,300000,0.9877049936
P023,フジヤマ電機 エアコン CS-XE,95000,R000323,2025-11-15,フジヤマ電機 エアコン CS-XE【店頭】【閉店セール】,4,95000,380000,0.9903685119
P024,スノーテック デジタルカメラ α7 III,200000,R000324,2025-12-16,デジタルカメラ α7 III[閉店セール],5,200000,1000000,0.9787979206
P092,スノーテック デジタル一眼レフ α7R IV,250000,R000324,2025-12-16,デジタルカメラ α7 III[閉店セール],5,200000,1000000,0.9101194531
P025,プリズム光学 EOS R6,230000,R000325,2025-01-17,プリズム光学eosr6（期間限定）,1,230000,230000,0.9563540401
P026,デジタルスカイ ノートパソコン FMV,80000,R000326,2025-02-18,デジタルスカイ ノートパソコン FMV【店頭】＜期間限定＞,2,80000,160000,0.9840013343
P027,テクノスフィア ValueBook,85000,R000327,2025-03-19,テクノスフィア ValueBook＜半額セール＞,3,85000,255000,0.9497981908
P028,クリスタルビジョン OM-D E-M10,120000,R000328,2025-04-20,クリスタルビジョンOM-DE-M10（期間限定）,4,120000,480000,0.9600980028
P029,プリズム光学 PIXMA iX6820,25000,R000329,2025-05-21,プリズム光学 PIXMA iX6820【店頭】＜期間限定＞,5,25000,125000,0.9592148683
P030,プリントマスター エコタンク ET-2750,35000,R000330,2025-06-22,エコタンク ｅｔ－２７５０［半額セール］,1,35000,35000,0.9944525466
P031,オフィスプロ IM C200,40000,R000331,2025-07-23,オフィスプロIMC200【期間限定】,2,40000,80000,0.9524450231
P032,テクノセラミック DS-300,45000,R000332,2025-08-24,テクノセラミック DS-300【店頭】【期間限定】,3,45000,135000,0.9902083063
P033,ゆきだるま食品 一杯きつねうどん,220,R000333,2025-09-25,ゆきだるま食品 一杯きつねうどん＜半額セール＞,4,220,880,0.9689082116
P034,クリアウォーター ゴールドプレミアム,500,R000334,2025-10-26,クリアウォーターゴールドプレミアム【閉店セール】,5,500,2500,0.9748863657
