transaction_id,transaction_date,product_id,product_name,quantity,unit_price,total_price
R000303,2025-03-23,P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000【閉店セール】,4,110000,440000
R000304,2025-04-24,P004,ゆきだるま食品カップめん[閉店セール],5,200,1000
R000305,2025-05-25,P005,サファイア飲料 ゴールドビール【店頭】（期間限定）,1,400,400
R000306,2025-06-26,P006,パワフル洗剤（期間限定）,2,800,1600
R000307,2025-07-27,P007,シンプルウェアウォームインナーシャツ【期間限定】,3,1500,4500
R000308,2025-08-28,P008,ナチュラルスタイル ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000
R000309,2025-09-01,P009,スカイライン文具 イレーサブルペン＜期間限定＞,5,100,500
R000310,2025-10-02,P010,ワンダートイロボットフィギュア[半額セール],1,3000,3000
R000311,2025-11-03,P011,アオゾラ電機 BRIGHTVIEW 43S32【店頭】（期間限定）,2,70000,140000
R000312,2025-12-04,P012,ミルクチョコ＜期間限定＞,3,150,450
R000313,2025-01-05,P013,フレッシュケアソフティーナ＜半額セール＞,4,500,2000
R000314,2025-02-06,P014,ヤマトエアコン MSZ-GV3519【店頭】［半額セール］,5,90000,450000
R000315,2025-03-07,P015,ハッピースイーツ チョコパイ［半額セール］,1,300,300
R000316,2025-04-08,P016,ミライ電機4Kスマートテレビ＜半額セール＞,2,80000,160000
R000317,2025-05-09,P017,フジヤマ電機 4Kプロジェクター【店頭】[期間限定],3,130000,390000
R000318,2025-06-10,P018,加湿器 HX-50[閉店セール],4,15000,60000
R000319,2025-07-11,P019,スノーテックワイヤレスヘッドホンＷＨ－１０００ＸＭ４（期間限定）,5,90000,450000
R000320,2025-08-12,P020,フジヤマ電機 掃除機 mc-cl883【店頭】[期間限定],1,75000,75000
R000321,2025-09-13,P021,アオゾラ電機 ノンフロン冷蔵庫（期間限定）,2,85000,170000
R000322,2025-10-14,P022,ミライ電機ドﾗﾑ式洗濯機（半額セール）,3,100000,300000
R000323,2025-11-15,P023,フジヤマ電機 エアコン CS-XE【店頭】【閉店セール】,4,95000,380000
R000324,2025-12-16,P024,デジタルカメラ α7 III[閉店セール],5,200000,1000000
R000325,2025-01-17,P025,プリズム光学eosr6（期間限定）,1,230000,230000
R000326,2025-02-18,P026,デジタルスカイ ノートパソコン FMV【店頭】＜期間限定＞,2,80000,160000
R000327,2025-03-19,P027,テクノスフィア ValueBook＜半額セール＞,3,85000,255000
R000328,2025-04-20,P028,クリスタルビジョンOM-DE-M10（期間限定）,4,120000,480000
R000329,2025-05-21,P029,プリズム光学 PIXMA iX6820【店頭】＜期間限定＞,5,25000,125000
R000330,2025-06-22,P030,エコタンク ｅｔ－２７５０［半額セール］,1,35000,35000
R000331,2025-07-23,P031,オフィスプロIMC200【期間限定】,2,40000,80000
R000332,2025-08-24,P032,テクノセラミック DS-300【店頭】【期間限定】,3,45000,135000
R000333,2025-09-25,P033,ゆきだるま食品 一杯きつねうどん＜半額セール＞,4,220,880
R000334,2025-10-26,P034,クリアウォーターゴールドプレミアム【閉店セール】,5,500,2500
R000335,2025-11-27,P035,ヘルシー乳業 ヘルス1000【店頭】［期間限定］,1,250,250
R000336,2025-12-28,P036,ｶﾚｰﾙｳ【閉店セール】,2,300,600
R000337,2025-01-01,P037,まるまる食品こだわり麺＜半額セール＞,3,250,750
R000338,2025-02-02,P038,スマイル製菓 スティックチョコ【店頭】［半額セール］,4,150,600
R000339,2025-03-03,P039,ドリーム製菓 プレミアムチョコ＜半額セール＞,5,180,900
R000340,2025-04-04,P040,クラシック食品北国ラーメン【期間限定】,1,210,210
R000341,2025-05-05,P041,フレッシュベジ トマトジュース【店頭】[閉店セール],2,180,360
R000342,2025-06-06,P042,やさしいケア（期間限定）,3,350,1050
R000343,2025-07-07,P043,クリーンライフクリーンウォッシュ洗剤[半額セール],4,800,3200
R000344,2025-08-08,P044,ビューティーラボ フローラルシャンプー【店頭】【期間限定】,5,1200,6000
R000345,2025-09-09,P045,ヘルスケアプラス リリーフシップ[閉店セール],1,400,400
R000346,2025-10-10,P046,ケアファームクールケア【閉店セール】,2,500,1000
R000347,2025-11-11,P047,コスメラボ ハンドクリーム【店頭】（期間限定）,3,700,2100
R000348,2025-12-12,P048,やさしいケア 洗濯柔軟剤［半額セール］,4,300,1200
R000349,2025-01-13,P049,シンプルウェアジーンズ[半額セール],5,3000,15000
R000350,2025-02-14,P050,ナチュラルスタイル ｳｰﾙブﾚﾝドｺｰﾄ【店頭】＜期間限定＞,1,5000,5000
R000351,2025-03-15,P051,シンプルウェア スウェットパーカー【期間限定】,2,2500,5000
R000352,2025-04-16,P052,ナチュラルスタイルリネンシャツ＜半額セール＞,3,2800,8400
R000353,2025-05-17,P053,シンプルウェア ストレッチジャケット【店頭】＜半額セール＞,4,3500,14000
R000354,2025-06-18,P054,Tシャツ【半額セール】,5,1200,6000
R000355,2025-07-19,P055,ナチュラルスタイルシンプルワンピース＜期間限定＞,1,4000,4000
R000356,2025-08-20,P056,スカイライン文具 G2ジェルペン【店頭】（期間限定）,2,150,300
R000357,2025-09-21,P057,ダイヤモンド文具 プロペンシル【期間限定】,3,120,360
R000358,2025-10-22,P058,オフィスワークスタディノート＜半額セール＞,4,200,800
R000359,2025-11-23,P059,カラーライン ハイライター【店頭】（期間限定）,5,180,900
R000360,2025-12-24,P060,クリア消しゴム【閉店セール】,1,100,100
R000361,2025-01-25,P061,ペンマスタースムースジェル＜期間限定＞,2,180,360
R000362,2025-02-26,P062,スカイライン文具 イレーサブルペン【店頭】［期間限定］,3,130,390
R000363,2025-03-27,P063,ペンマスター シャープペンシル（期間限定）,4,160,640
R000364,2025-04-28,P064,アート文具ボｰﾙペﾝ【半額セール】,5,150,750
R000365,2025-05-01,P065,オフィスプラス カラーペンセット【店頭】【期間限定】,1,250,250
R000366,2025-06-02,P066,トレインレール［期間限定］,2,2800,5600
R000367,2025-07-03,P067,ファンタジートイデジペット［半額セール］,3,1200,3600
R000368,2025-08-04,P068,ファンタジートイ マスクヒーローフィギュア【店頭】（半額セール）,4,3200,12800
R000369,2025-09-05,P069,ワンダートイ ミニカー（期間限定）,5,1500,7500
R000370,2025-10-06,P070,ファンタジートイチェンジロボ＜期間限定＞,1,3500,3500
R000371,2025-11-07,P071,ファンタジートイ モンスターカード【店頭】[閉店セール],2,500,1000
R000372,2025-12-08,P072,メカロボットフィギュア[閉店セール],3,4000,12000
R000373,2025-01-09,P073,ワンダートイヒーローフィギュア（期間限定）,4,3000,12000
R000374,2025-02-10,P074,ファンタジートイ ミニレーサー【店頭】（半額セール）,5,2000,10000
R000375,2025-03-11,P075,スノーテック ワイヤレススピーカー srs-xb12［期間限定］,1,8000,8000
R000376,2025-04-12,P076,フジヤマ電機ポータブルスピーカー［期間限定］,2,6000,12000
R000377,2025-05-13,P077,サクラ電器 スマートウォッチ【店頭】（期間限定）,3,18000,54000
R000378,2025-06-14,P078,デジﾀﾙｻｲﾈｰジ[閉店セール],4,95000,380000
R000379,2025-07-15,P079,フジヤマ電機電子レンジ【半額セール】,5,15000,75000
R000380,2025-08-16,P080,スノーテック ブルーレイプレーヤー【店頭】＜期間限定＞,1,12000,12000
R000381,2025-09-17,P081,グローバルビジョン LED55PRO【閉店セール】,2,180000,360000
R000382,2025-10-18,P082,アオゾラ電機LEDテレビ55型［半額セール］,3,70000,210000
R000383,2025-11-19,P083,フジヤマ電機 冷蔵庫 NR-F603M【店頭】[閉店セール],4,90000,360000
R000384,2025-12-20,P084,空気清浄機[半額セール],5,22000,110000
R000385,2025-01-21,P085,ミライ電機炊飯器ｒｚ－ｍｼﾘｰズ（半額セール）,1,30000,30000
R000386,2025-02-22,P086,ヤマト IHクッキングヒーター【店頭】[閉店セール],2,45000,90000
R000387,2025-03-23,P087,スノーテック ゲーム機 GAMESTATION5[期間限定],3,50000,150000
R000388,2025-04-24,P088,ゲームワールドポータブルゲーム＜期間限定＞,4,40000,160000
R000389,2025-05-25,P089,グローバルゲーム ゲームボックスX【店頭】［期間限定］,5,55000,275000
R000390,2025-06-26,P090,ビエラ ブルーレイレコーダー＜半額セール＞,1,35000,35000
R000391,2025-07-27,P091,サクラ電器スマートフォンCLEARSCREENR6[期間限定],2,70000,140000
R000392,2025-08-28,P092,スノーテック デジﾀﾙ一眼ﾚﾌ α7R IV【店頭】（期間限定）,3,250000,750000
R000393,2025-09-01,P093,プリズム光学 EOS 90D［半額セール］,4,150000,600000
R000394,2025-10-02,P094,レンズマスターX-T4［半額セール］,5,170000,850000
R000395,2025-11-03,P095,クリスタルビジョン pen-f【店頭】（期間限定）,1,140000,140000
R000396,2025-12-04,P096,Ｚ６ ＩＩ＜半額セール＞,2,200000,400000
R000397,2025-01-05,P097,プリズム光学imagePROGRAFPRO-1000[閉店セール],3,300000,900000
R000398,2025-02-06,P098,プリントマスター スキャナー Perfection V39【店頭】［半額セール］,4,25000,100000
R000399,2025-03-07,P099,オフィスプロ MP C4504【閉店セール】,5,80000,400000
R000400,2025-04-08,P100,テクノセラミックtaskalfa2552ci【期間限定】,1,250000,250000
R000401,2025-05-09,P001,スノーテック CRYSTALVIEW KJ-55X9500G【店頭】[期間限定],2,150000,300000
R000402,2025-06-10,P002,VISIONMAX TH-55FX700M【半額セール】,3,120000,360000
R000403,2025-07-11,P003,サクラ電器CLEARSCREEN4TKJ-55X7000[期間限定],4,110000,440000
R000404,2025-08-12,P004,ゆきだるま食品 カップめん【店頭】＜半額セール＞,5,200,1000
R000405,2025-09-13,P005,サファイア飲料 ゴールドビール【閉店セール】,1,400,400
R000406,2025-10-14,P006,ブルーウェーブパワフル洗剤（期間限定）,2,800,1600
R000407,2025-11-15,P007,シンプルウェア ウォームインナーシャツ【店頭】[閉店セール],3,1500,4500
R000408,2025-12-16,P008,オーガニックコットンシャツ【閉店セール】,4,2500,10000
R000409,2025-01-17,P009,スカイライン文具イレーサブルペン【閉店セール】,5,100,500
R000410,2025-02-18,P010,ワンダートイ ロボットフィギュア【店頭】＜半額セール＞,1,3000,3000
R000411,2025-03-19,P011,アオゾラ電機 BRIGHTVIEW 43S32【期間限定】,2,70000,140000
R000412,2025-04-20,P012,サンシャイン製菓ミルクチョコ＜半額セール＞,3,150,450
R000413,2025-05-21,P013,フレッシュケア ソフティーナ【店頭】[半額セール],4,500,2000
R000414,2025-06-22,P014,MSZ-GV3519[期間限定],5,90000,450000
R000415,2025-07-23,P015,ハッピースイーツチョコパイ（期間限定）,1,300,300
R000416,2025-08-24,P016,ミライ電機 4Kスマートテレビ【店頭】【閉店セール】,2,80000,160000
R000417,2025-09-25,P017,フジヤマ電機 4Kプロジェクター[閉店セール],3,130000,390000
R000418,2025-10-26,P018,サクラ電器加湿器ＨＸ－５０［期間限定］,4,15000,60000
R000419,2025-11-27,P019,スノーテック ワイヤレスヘッドホン WH-1000XM4【店頭】＜期間限定＞,5,90000,450000
R000420,2025-12-28,P020,掃除機 mc-cl883（期間限定）,1,75000,75000
R000421,2025-01-01,P021,アオゾラ電機ノンフロン冷蔵庫（半額セール）,2,85000,170000
R000422,2025-02-02,P022,ミライ電機 ドラム式洗濯機【店頭】（半額セール）,3,100000,300000
R000423,2025-03-03,P023,フジヤマ電機 エアコン CS-XE[閉店セール],4,95000,380000
R000424,2025-04-04,P024,スノーテックデジタルカメラα7III[期間限定],5,200000,1000000
R000425,2025-05-05,P025,プリズム光学 eos r6【店頭】（半額セール）,1,230000,230000
R000426,2025-06-06,P026,ノートパソコン FMV（半額セール）,2,80000,160000
R000427,2025-07-07,P027,テクノスフィアValueBook［半額セール］,3,85000,255000
R000428,2025-08-08,P028,クリスタルビジョン OM-D E-M10【店頭】（半額セール）,4,120000,480000
R000429,2025-09-09,P029,プリズム光学 ＰＩＸＭＡ ｉＸ６８２０＜半額セール＞,5,25000,125000
R000430,2025-10-10,P030,プリントマスターエコタンクet-2750【期間限定】,1,35000,35000
R000431,2025-11-11,P031,オフィスプロ IM C200【店頭】＜期間限定＞,2,40000,80000
R000432,2025-12-12,P032,DS-300（半額セール）,3,45000,135000
R000433,2025-01-13,P033,ゆきだるま食品一杯きつねうどん【半額セール】,4,220,880
R000434,2025-02-14,P034,クリアウォーター ザ・プﾚﾐｱﾑﾓﾙﾂ【店頭】［半額セール］,5,500,2500
R000435,2025-03-15,P035,ヘルシー乳業 ヘルス1000【半額セール】,1,250,250
R000436,2025-04-16,P036,ホームキッチンカレールウ【閉店セール】,2,300,600
R000437,2025-05-17,P037,まるまる食品 こだわり麺【店頭】【半額セール】,3,250,750
R000438,2025-06-18,P038,スティックチョコ（半額セール）,4,150,600
R000439,2025-07-19,P039,ドリーム製菓プレミアムチョコ（半額セール）,5,180,900
R000440,2025-08-20,P040,クラシック食品 北国ラーメン【店頭】【半額セール】,1,210,210
R000441,2025-09-21,P041,フレッシュベジ ﾄﾏﾄジュｰｽ【閉店セール】,2,180,360
R000442,2025-10-22,P042,ソフトケアやさしいケア[期間限定],3,350,1050
R000443,2025-11-23,P043,クリーンライフ クリーンウォッシュ洗剤【店頭】＜半額セール＞,4,800,3200
R000444,2025-12-24,P044,フローラルシャンプー＜期間限定＞,5,1200,6000
R000445,2025-01-25,P045,ヘルスケアプラスリリーフシップ＜期間限定＞,1,400,400
R000446,2025-02-26,P046,ケアファーム クールケア【店頭】[閉店セール],2,500,1000
R000447,2025-03-27,P047,コスメラボ ハンドクリーム＜期間限定＞,3,700,2100
R000448,2025-04-28,P048,ブルーウェーブやさしいケア洗濯柔軟剤（半額セール）,4,300,1200
R000449,2025-05-01,P049,シンプルウェア ジーンズ【店頭】【半額セール】,5,3000,15000
R000450,2025-06-02,P050,ウールブレンドコート＜半額セール＞,1,5000,5000
R000451,2025-07-03,P051,シンプルウェアスウェットパーカー［期間限定］,2,2500,5000
R000452,2025-08-04,P052,ナチュラルスタイル リネンシャツ【店頭】【期間限定】,3,2800,8400
R000453,2025-09-05,P053,シンプルウェア ストレッチジャケット【閉店セール】,4,3500,14000
R000454,2025-10-06,P054,ベーシックウェアTシャツ＜半額セール＞,5,1200,6000
R000455,2025-11-07,P055,ナチュラルスタイル ｼﾝプﾙﾜﾝピｰｽ【店頭】［期間限定］,1,4000,4000
R000456,2025-12-08,P056,G2ジェルペン[期間限定],2,150,300
R000457,2025-01-09,P057,ダイヤモンド文具プロペンシル＜半額セール＞,3,120,360
R000458,2025-02-10,P058,オフィスワーク スタディノート【店頭】（期間限定）,4,200,800
R000459,2025-03-11,P059,カラーライン ハイライター［半額セール］,5,180,900
R000460,2025-04-12,P060,グリーンペンシルクリア消しゴム（期間限定）,1,100,100
R000461,2025-05-13,P061,ペンマスター スムースジェル【店頭】＜半額セール＞,2,180,360
R000462,2025-06-14,P062,イレーサブルペン（半額セール）,3,130,390
R000463,2025-07-15,P063,ペンマスターシャープペンシル＜期間限定＞,4,160,640
R000464,2025-08-16,P064,アート文具 ボールペン【店頭】［半額セール］,5,150,750
R000465,2025-09-17,P065,オフィスプラス カラーペンセット（期間限定）,1,250,250
R000466,2025-10-18,P066,ワンダートイトレインレール[閉店セール],2,2800,5600
R000467,2025-11-19,P067,ファンタジートイ デジペット【店頭】＜期間限定＞,3,1200,3600
R000468,2025-12-20,P068,マスクヒーローフィギュア［半額セール］,4,3200,12800
R000469,2025-01-21,P069,ワンダートイミニカー＜半額セール＞,5,1500,7500
R000470,2025-02-22,P070,ファンタジートイ チェンジロボ【店頭】[半額セール],1,3500,3500
R000471,2025-03-23,P071,ファンタジートイ モンスターカード【半額セール】,2,500,1000
R000472,2025-04-24,P072,ファンタジートイメカロボットフィギュア【閉店セール】,3,4000,12000
R000473,2025-05-25,P073,ワンダートイ ヒーローフィギュア【店頭】［半額セール］,4,3000,12000
R000474,2025-06-26,P074,ミニレーサー[半額セール],5,2000,10000
R000475,2025-07-27,P075,スノーテックワイヤレススピーカーsrs-xb12【半額セール】,1,8000,8000
R000476,2025-08-28,P076,フジヤマ電機 ポｰﾀブﾙｽピｰｶｰ【店頭】[期間限定],2,6000,12000
R000477,2025-09-01,P077,サクラ電器 スマートウォッチ[閉店セール],3,18000,54000
R000478,2025-10-02,P078,ミライ電機デジタルサイネージ【半額セール】,4,95000,380000
R000479,2025-11-03,P079,フジヤマ電機 電子レンジ【店頭】［期間限定］,5,15000,75000
R000480,2025-12-04,P080,ブルーレイプレーヤー[期間限定],1,12000,12000
R000481,2025-01-05,P081,グローバルビジョンLED55PRO【期間限定】,2,180000,360000
R000482,2025-02-06,P082,アオゾラ電機 LEDテレビ 55型【店頭】【半額セール】,3,70000,210000
R000483,2025-03-07,P083,フジヤマ電機 冷蔵庫 NR-F603M[閉店セール],4,90000,360000
R000484,2025-04-08,P084,サクラ電器空気清浄機［半額セール］,5,22000,110000
R000485,2025-05-09,P085,ミライ電機 炊飯器 rz-mシリーズ【店頭】【期間限定】,1,30000,30000
R000486,2025-06-10,P086,IHクッキングヒーター[半額セール],2,45000,90000
R000487,2025-07-11,P087,スノーテックゲーム機GAMESTATION5（期間限定）,3,50000,150000
R000488,2025-08-12,P088,ゲームワールド ポータブルゲーム【店頭】（期間限定）,4,40000,160000
R000489,2025-09-13,P089,グローバルゲーム ゲームボックスX【半額セール】,5,55000,275000
R000490,2025-10-14,P090,フジヤマ電機ビｴﾗブﾙｰﾚｲﾚｺｰダｰ［期間限定］,1,35000,35000
R000491,2025-11-15,P091,サクラ電器 スマートフォン CLEARSCREEN R6【店頭】[半額セール],2,70000,140000
R000492,2025-12-16,P092,デジタル一眼レフ α7R IV[期間限定],3,250000,750000
R000493,2025-01-17,P093,プリズム光学EOS90D[半額セール],4,150000,600000
R000494,2025-02-18,P094,レンズマスター X-T4【店頭】（半額セール）,5,170000,850000
R000495,2025-03-19,P095,クリスタルビジョン ｐｅｎ－ｆ【閉店セール】,1,140000,140000
R000496,2025-04-20,P096,ビジョンプロZ6II＜半額セール＞,2,200000,400000
R000497,2025-05-21,P097,プリズム光学 imagePROGRAF PRO-1000【店頭】【期間限定】,3,300000,900000
R000498,2025-06-22,P098,スキャナー Perfection V39【期間限定】,4,25000,100000
R000499,2025-07-23,P099,オフィスプロMPC4504[半額セール],5,80000,400000
R000500,2025-08-24,P100,テクノセラミック taskalfa 2552ci【店頭】［期間限定］,1,250000,250000
R000501,2025-06-21,P109,スノーフレッシュ プレーンヨーグルト 400g,2,158,316
R000502,2025-01-15,P107,スノーフレッシュ 有機トマトジュース 500ml,6,298,1788
R000503,2025-09-12,P107,スノーフレッシュ 有機トマトジュース 500ml,8,298,2384
R000504,2025-09-29,P113,スノーセレクト プレミアム和牛,8,1980,15840
R000505,2025-11-16,P105,スノーフレッシュ 有機レモン3個パック,5,298,1490
R000506,2025-09-06,P105,スノーフレッシュ 有機レモン3個パック,4,298,1192
R000507,2025-09-20,P124,スノーデリ スープセット,5,398,1990
R000508,2025-03-29,P124,スノーデリ スープセット,7,398,2786
R000509,2025-01-01,P119,スノーデリ 本格ビーフカレーキット,7,598,4186
R000510,2025-04-14,P112,スノーフレッシュ 毎日食パン 6枚切,4,158,632
R000511,2025-05-11,P105,スノーフレッシュ 有機レモン3個パック,8,298,2384
R000512,2025-09-30,P103,スノーフレッシュ 有機じゃがいも2kgパック,1,498,498
R000513,2025-04-18,P104,スノーフレッシュ 有機バナナ,3,398,1194
R000514,2025-04-12,P121,スノーデリ 具材付き炊き込みご飯の素,3,598,1794
R000515,2025-11-07,P122,スノーデリ ハンバーグキット,7,598,4186
R000516,2025-07-14,P120,スノーデリ パスタソース&麺セット,2,498,996
R000517,2025-01-21,P113,スノーセレクト プレミアム和牛,7,1980,13860
R000518,2025-11-11,P120,スノーデリ パスタソース&麺セット,8,498,3984
R000519,2025-06-14,P117,スノーセレクト 高級刺身盛り合わせ,5,1280,6400
R000520,2025-08-09,P118,スノーセレクト シェフ特製惣菜,1,398,398
R000521,2025-06-20,P122,スノーデリ ハンバーグキット,2,598,1196
R000522,2025-04-24,P122,スノーデリ ハンバーグキット,5,598,2990
R000523,2025-01-17,P125,スノーデリ 中華炒めセット,6,598,3588
R000524,2025-01-03,P104,スノーフレッシュ 有機バナナ,5,398,1990
R000525,2025-10-09,P114,スノーセレクト 熟成豚肉,3,698,2094
R000526,2025-07-20,P115,スノーセレクト 朝びき地鶏,1,598,598
R000527,2025-08-26,P124,スノーデリ スープセット,5,398,1990
R000528,2025-08-31,P117,スノーセレクト 高級刺身盛り合わせ,3,1280,3840
R000529,2025-06-21,P117,スノーセレクト 高級刺身盛り合わせ,2,1280,2560
R000530,2025-06-20,P121,スノーデリ 具材付き炊き込みご飯の素,5,598,2990
R000531,2025-02-03,P121,スノーデリ 具材付き炊き込みご飯の素,4,598,2392
R000532,2025-03-17,P105,スノーフレッシュ 有機レモン3個パック,6,298,1788
R000533,2025-10-04,P125,スノーデリ 中華炒めセット,3,598,1794
R000534,2025-04-27,P118,スノーセレクト シェフ特製惣菜,1,398,398
R000535,2025-02-16,P120,スノーデリ パスタソース&麺セット,6,498,2988
R000536,2025-02-12,P116,スノーセレクト 朝獲れ鮮魚,1,498,498
R000537,2025-11-11,P104,スノーフレッシュ 有機バナナ,6,398,2388
R000538,2025-03-09,P110,スノーフレッシュ 平飼い卵 10個,4,298,1192
R000539,2025-03-18,P102,スノーフレッシュ 有機人参3本パック,4,258,1032
R000540,2025-07-03,P119,スノーデリ 本格ビーフカレーキット,2,598,1196
R000541,2025-10-03,P103,スノーフレッシュ 有機じゃがいも2kgパック,8,498,3984
R000542,2025-11-11,P103,スノーフレッシュ 有機じゃがいも2kgパック,3,498,1494
R000543,2025-10-29,P105,スノーフレッシュ 有機レモン3個パック,8,298,2384
R000544,2025-11-27,P118,スノーセレクト シェフ特製惣菜,3,398,1194
R000545,2025-05-04,P109,スノーフレッシュ プレーンヨーグルト 400g,7,158,1106
R000546,2025-06-19,P107,スノーフレッシュ 有機トマトジュース 500ml,4,298,1192
R000547,2025-05-21,P123,スノーデリ タイ風グリーンカレー,5,598,2990
R000548,2025-09-29,P113,スノーセレクト プレミアム和牛,6,1980,11880
R000549,2025-04-13,P115,スノーセレクト 朝びき地鶏,8,598,4784
R000550,2025-03-13,P104,スノーフレッシュ 有機バナナ,4,398,1592
